response,ArrivalDateYear,ArrivalDateMonth,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
1,2016,May,2,6,Direct,Direct,0,0,0,G,1,250,NA,0,Transient,155,0,0
1,2016,April,1,0,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,75,0,0
1,2016,September,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,65.4,0,0
1,2015,September,4,6,Offline TA/TO,TA/TO,0,0,0,A,0,156,NA,0,Contract,51.75,0,0
1,2016,December,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,109.5,0,0
1,2016,March,1,4,Direct,Direct,0,0,1,D,0,250,NA,0,Transient,61,1,1
1,2015,October,2,5,Groups,Direct,0,0,0,E,0,273,NA,0,Transient-Party,77.57,0,0
2,2015,October,3,8,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,56.02,0,0
1,2016,July,3,7,Offline TA/TO,TA/TO,0,0,0,D,0,36,NA,0,Transient,117.2,0,1
1,2015,July,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,129.29,1,0
1,2016,April,1,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,80,0,2
2,2016,September,0,1,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,115,0,1
2,2015,December,0,2,Offline TA/TO,TA/TO,0,1,0,A,0,NA,NA,0,Transient-Party,36,0,0
2,2016,August,1,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,226.5,0,2
1,2016,July,2,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,194,0,1
2,2016,October,2,5,Offline TA/TO,TA/TO,0,1,0,A,0,175,NA,0,Transient,56.7,0,0
1,2016,April,0,1,Corporate,Corporate,0,0,0,A,0,NA,154,0,Transient,39,0,0
1,2015,August,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,142,NA,0,Contract,133.43,0,0
1,2015,November,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,43,0,0
2,2016,November,2,1,Groups,TA/TO,0,0,0,A,0,11,NA,0,Transient,30,0,0
1,2016,December,0,2,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,305,0,1
2,2016,May,0,1,Groups,Corporate,0,0,0,A,0,NA,20,0,Transient,58,0,0
1,2016,May,0,3,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,54,1,0
2,2016,February,3,7,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,40.5,0,1
2,2015,October,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,39,0,0
1,2016,June,2,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,129,0,1
1,2016,October,1,4,Groups,Corporate,0,0,0,A,1,NA,223,0,Transient-Party,66,0,0
1,2015,November,0,1,Direct,Direct,1,0,1,A,0,NA,NA,0,Transient,45,0,1
1,2016,April,1,2,Offline TA/TO,TA/TO,0,0,0,A,1,NA,NA,0,Transient-Party,85.33,0,0
1,2015,October,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,42,1,0
2,2016,June,0,3,Groups,TA/TO,0,0,0,A,0,96,NA,0,Transient,110,0,0
1,2016,December,0,3,Groups,TA/TO,0,0,0,A,0,38,NA,44,Transient-Party,80,0,0
1,2016,November,2,5,Online TA,TA/TO,0,0,0,A,1,468,NA,0,Transient,30.24,0,0
1,2015,August,1,0,Groups,Corporate,0,0,0,A,0,NA,307,0,Transient-Party,172,0,0
1,2016,July,2,3,Direct,Direct,0,0,0,D,1,250,NA,0,Transient,192,0,0
2,2016,November,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,64.8,0,1
1,2016,January,0,1,Corporate,Corporate,0,0,1,A,0,NA,NA,0,Transient,38,0,0
2,2016,February,0,2,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient,70,0,0
1,2015,August,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,241,0,3
1,2016,April,1,1,Groups,TA/TO,0,0,0,A,1,298,NA,0,Transient-Party,54.5,0,0
2,2016,April,2,5,Groups,TA/TO,0,0,0,A,0,71,NA,0,Transient,46,0,0
2,2016,May,1,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,73,0,1
1,2016,March,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,45.36,0,0
2,2015,October,4,8,Groups,TA/TO,0,0,0,A,0,15,NA,0,Transient,44.5,0,0
1,2016,August,1,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,207.33,0,1
2,2016,April,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2016,March,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,29,0,0
1,2016,May,0,3,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,41.76,0,0
2,2016,November,0,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,8,0,0
2,2016,February,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,25,0,0
1,2016,July,1,3,Offline TA/TO,TA/TO,0,0,0,A,0,96,NA,0,Transient,102.8,0,0
2,2015,August,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,205,0,1
1,2015,December,0,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,38,0,3
1,2016,February,1,3,Corporate,Corporate,1,0,2,A,0,94,NA,0,Transient,27,0,0
2,2015,December,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient,68,0,0
1,2016,May,1,1,Groups,TA/TO,0,0,0,A,1,298,NA,0,Transient-Party,54.5,0,0
1,2016,May,3,7,Offline TA/TO,TA/TO,0,0,0,E,0,75,NA,0,Contract,81.05,0,0
1,2016,December,0,1,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,65.4,0,0
1,2016,July,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,100.2,1,2
1,2016,July,1,0,Online TA,TA/TO,0,0,0,A,0,306,NA,0,Transient,95.64,1,0
1,2016,May,0,2,Groups,TA/TO,0,0,0,A,0,248,NA,0,Transient-Party,46,0,0
2,2016,October,2,2,Offline TA/TO,TA/TO,0,0,0,D,0,96,NA,0,Transient,52,0,0
1,2016,August,2,5,Online TA,TA/TO,0,0,0,A,4,15,NA,0,Transient,149.94,0,0
2,2016,August,3,7,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,205,0,0
2,2016,August,1,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,234,0,1
1,2016,June,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,193,1,2
1,2016,October,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,15,NA,0,Transient,39,0,0
1,2016,October,0,4,Groups,Corporate,0,0,0,A,3,NA,223,0,Transient-Party,101,0,0
2,2016,September,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,315,NA,0,Transient,66.6,0,0
1,2016,March,1,3,Groups,Direct,0,0,0,A,0,NA,223,0,Transient-Party,66,0,0
2,2016,September,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,90,0,2
2,2015,October,2,0,Offline TA/TO,TA/TO,0,26,0,A,0,208,NA,0,Transient,50,0,0
1,2016,February,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,58,0,0
2,2016,April,2,5,Groups,Direct,0,0,0,D,0,273,NA,0,Transient,76.05,0,0
1,2016,June,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,26,NA,0,Transient,70.98,0,0
1,2015,August,2,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,176.75,0,1
1,2016,January,0,2,Direct,Direct,1,0,2,A,1,NA,110,0,Transient,38,0,0
1,2016,June,0,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,0,0,0
1,2016,September,4,6,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,54.5,0,1
1,2015,August,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,195.8,1,1
1,2016,December,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,464,NA,0,Transient,64,0,0
1,2016,June,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,99,0,2
2,2015,November,3,7,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,34.51,0,0
1,2016,May,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2016,February,0,2,Groups,TA/TO,0,0,0,A,1,134,NA,0,Transient-Party,55,0,0
1,2016,December,0,2,Corporate,Corporate,1,0,7,A,0,NA,154,0,Transient,27,0,0
1,2015,October,0,1,Corporate,Corporate,0,0,0,A,0,NA,118,0,Transient,48,0,0
1,2016,May,0,1,Direct,Direct,0,0,0,F,1,NA,NA,0,Transient,119,1,1
2,2016,November,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,0
1,2016,February,0,1,Online TA,TA/TO,1,0,1,A,0,240,NA,0,Transient,43,0,0
1,2016,July,0,1,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,184,1,0
2,2016,November,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,50.4,0,2
1,2016,May,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Transient,72,0,0
2,2016,October,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,57.5,0,0
1,2016,May,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,94,0,0
1,2016,May,1,1,Groups,TA/TO,0,0,0,A,1,298,NA,0,Transient-Party,54.5,0,0
1,2016,April,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
1,2016,February,1,0,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,56.1,0,0
1,2016,April,2,5,Groups,TA/TO,0,0,0,A,1,91,NA,0,Transient-Party,36,0,0
1,2016,February,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,75,0,1
2,2015,August,2,0,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,207,0,2
1,2016,June,0,2,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,161,1,0
1,2016,January,0,1,Corporate,Corporate,0,0,0,A,0,NA,178,0,Transient,25,0,0
1,2016,October,1,0,Direct,Direct,0,0,0,G,0,250,NA,0,Transient,198,1,0
1,2016,March,0,2,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,75,0,0
2,2016,May,1,0,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,70,0,0
1,2015,September,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,5,NA,0,Transient,52.14,1,0
1,2015,November,2,7,Corporate,Corporate,0,0,0,A,1,334,281,0,Transient-Party,49.11,0,0
1,2016,February,2,4,Online TA,TA/TO,0,0,0,A,1,241,NA,0,Transient,31.45,0,0
1,2015,December,2,1,Offline TA/TO,TA/TO,0,0,0,A,1,6,NA,0,Transient,32.5,0,1
1,2015,December,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,58,0,0
1,2016,November,0,2,Online TA,TA/TO,0,0,0,E,0,314,NA,0,Transient,72,1,0
1,2016,October,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,56,0,2
2,2016,February,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,30,0,0
1,2015,September,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,248,NA,0,Transient-Party,80,0,0
1,2016,January,0,1,Corporate,Corporate,0,0,0,A,0,NA,358,0,Transient,30,0,0
1,2016,December,1,2,Groups,TA/TO,0,0,0,A,0,134,NA,0,Transient-Party,84,0,0
1,2016,March,0,1,Direct,Direct,1,0,2,D,0,NA,NA,0,Transient,55,0,0
1,2016,September,2,3,Direct,Direct,0,0,0,A,2,250,NA,0,Transient,153,0,0
1,2015,July,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,153,0,0
2,2016,December,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,1
1,2016,November,1,2,Groups,TA/TO,0,0,0,A,0,411,NA,0,Transient-Party,50,0,1
1,2016,February,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,0
1,2016,November,1,3,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,29,0,0
2,2016,December,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,55.8,0,0
1,2016,October,0,1,Corporate,Corporate,0,0,0,A,0,NA,52,0,Transient,45,0,0
1,2016,November,1,2,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,66,1,1
1,2016,December,0,2,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,59,1,1
1,2016,February,1,1,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,32,1,1
1,2016,November,2,5,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,85,0,0
2,2016,March,0,3,Offline TA/TO,TA/TO,0,0,0,D,1,314,NA,0,Transient,81,0,0
1,2016,February,1,2,Offline TA/TO,TA/TO,0,0,0,A,0,8,NA,0,Transient,29,0,0
1,2016,May,0,0,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,0,0,1
1,2015,December,0,3,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,38,0,0
1,2016,April,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,95,0,1
1,2016,February,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,115,NA,0,Transient,26.1,0,1
1,2016,May,0,2,Groups,TA/TO,0,0,0,A,0,249,NA,0,Transient-Party,67,0,1
1,2016,February,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
1,2016,September,1,3,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,209,0,0
1,2016,May,2,3,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient-Party,52.2,0,1
1,2016,February,0,1,Corporate,Corporate,1,1,10,A,0,88,NA,0,Transient,30,0,0
2,2015,October,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,47,0,1
1,2016,February,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,66,1,1
1,2016,November,0,1,Groups,TA/TO,0,0,0,A,1,368,NA,0,Transient-Party,38,0,1
1,2015,August,1,0,Groups,Corporate,0,0,0,A,0,NA,307,0,Transient-Party,172,0,0
1,2015,July,2,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,170.33,0,1
2,2016,August,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,140,0,1
1,2015,August,0,1,Groups,Corporate,0,0,0,A,0,NA,307,0,Transient-Party,191,1,0
2,2016,June,2,5,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,194,0,0
1,2016,February,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,43,0,0
1,2016,May,2,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,118,0,1
2,2016,August,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,189,0,2
2,2015,October,2,5,Groups,TA/TO,0,0,0,A,0,96,NA,0,Transient,36.05,0,0
1,2016,December,0,1,Corporate,Corporate,0,0,0,A,0,NA,291,0,Transient,30,1,0
1,2016,August,2,5,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,177.17,0,0
1,2016,June,0,4,Direct,Direct,0,0,0,C,2,250,NA,0,Transient,166,1,1
1,2016,January,0,1,Corporate,Corporate,0,1,3,A,1,NA,81,0,Transient,45,1,2
2,2015,December,2,1,Groups,TA/TO,0,0,0,A,0,38,NA,0,Transient,68,0,0
1,2016,June,1,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,131,1,0
1,2015,November,1,3,Groups,Corporate,0,0,0,A,0,NA,343,0,Transient-Party,36,0,0
1,2016,October,1,4,Groups,Corporate,0,0,0,A,2,NA,223,0,Transient-Party,66,1,0
1,2016,December,1,3,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,52.4,0,0
1,2015,December,0,4,Groups,TA/TO,0,0,0,A,0,308,NA,122,Transient-Party,138.5,0,0
1,2015,July,4,6,Direct,Direct,0,0,0,C,0,NA,NA,0,Transient-Party,182.2,1,2
1,2016,November,0,1,Direct,Direct,1,0,2,A,0,NA,NA,0,Transient,35,0,0
1,2016,October,0,3,Groups,Corporate,0,0,0,A,1,NA,NA,0,Transient-Party,49,0,0
1,2016,March,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,72,1,1
1,2016,June,2,5,Offline TA/TO,TA/TO,0,0,0,D,1,40,NA,0,Contract,64.9,0,2
2,2015,October,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,47,0,0
1,2015,August,2,3,Direct,Direct,0,0,0,E,1,NA,NA,0,Transient-Party,161.8,0,3
1,2016,January,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,62,1,0
1,2016,October,1,0,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,76,1,0
1,2015,December,1,1,Complementary,Direct,0,0,0,A,0,NA,NA,0,Transient,0,0,1
2,2016,August,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,247.67,0,0
1,2016,November,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,54,0,0
1,2016,April,2,3,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,61.2,0,0
1,2016,February,0,2,Offline TA/TO,TA/TO,0,0,0,D,0,6,NA,0,Transient,37,0,0
1,2015,December,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,98.33,0,1
1,2016,October,0,1,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,85,0,0
1,2015,July,2,4,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,129.16,0,1
1,2016,June,2,1,Online TA,TA/TO,0,0,0,A,2,240,NA,0,Transient,153,1,0
1,2016,November,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,41.4,0,1
2,2016,August,2,5,Online TA,TA/TO,0,0,0,D,0,15,NA,0,Transient,184.8,0,0
2,2016,October,0,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,130,0,1
2,2016,August,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,251,0,0
1,2016,April,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,52.2,0,1
1,2016,September,1,0,Groups,Corporate,0,0,0,E,0,223,NA,0,Transient-Party,90,0,0
2,2016,October,2,5,Online TA,TA/TO,0,0,0,G,2,240,NA,0,Transient-Party,124.14,0,0
1,2016,March,1,2,Online TA,TA/TO,1,0,2,A,0,314,NA,0,Transient,34.4,1,0
1,2015,December,0,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,65,0,1
1,2016,December,1,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,119.5,0,2
1,2016,September,1,5,Online TA,TA/TO,0,0,0,E,0,NA,NA,0,Transient,152,1,1
1,2016,June,0,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,64.8,0,1
2,2016,December,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,0
1,2016,November,0,1,Online TA,TA/TO,0,0,0,A,1,468,NA,0,Transient,51.84,0,0
1,2016,October,0,2,Online TA,TA/TO,0,0,0,F,0,242,NA,0,Transient,88,0,1
2,2015,September,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,73.35,0,1
1,2016,March,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
2,2016,August,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,233,0,0
2,2016,November,1,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,1
1,2015,August,1,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,153,0,0
1,2015,August,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient-Party,107.2,0,2
1,2016,October,0,1,Offline TA/TO,TA/TO,0,0,0,D,0,251,NA,0,Transient,59,0,1
1,2015,December,0,1,Offline TA/TO,TA/TO,0,0,0,A,1,196,NA,0,Transient,25,0,0
1,2016,August,2,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,161,0,0
1,2015,October,1,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,68.4,0,0
1,2015,July,2,1,Offline TA/TO,TA/TO,0,0,0,A,0,261,NA,0,Transient,133,0,0
1,2015,August,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,105,NA,0,Transient,172.38,0,0
2,2016,May,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,243,NA,0,Contract,46.75,0,0
1,2016,February,1,3,Corporate,Corporate,0,0,0,A,0,94,NA,0,Transient,27,0,0
1,2016,June,1,1,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient-Party,189,0,0
1,2015,December,1,0,Corporate,Corporate,0,0,0,A,0,NA,54,0,Transient,30,0,0
1,2016,November,2,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,48,0,0
1,2016,May,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,89,0,0
1,2016,May,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
2,2016,April,1,2,Offline TA/TO,TA/TO,0,0,0,A,2,NA,NA,0,Transient-Party,92,0,0
1,2015,October,2,3,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,78.2,0,0
1,2015,November,0,1,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,68,1,0
1,2016,November,1,2,Groups,TA/TO,0,0,0,A,0,411,NA,0,Transient-Party,50,0,0
2,2016,February,0,2,Groups,TA/TO,0,0,0,A,0,134,NA,0,Transient-Party,68,0,0
1,2015,December,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,115,NA,0,Transient,27.53,0,0
2,2016,March,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,339,NA,0,Transient,55,0,0
2,2015,September,0,2,Online TA,TA/TO,0,1,0,A,0,240,NA,0,Transient-Party,110.7,0,1
1,2015,August,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,71,NA,0,Contract,96.3,0,2
2,2016,May,0,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,26,0,0
1,2016,August,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient,150.8,0,2
2,2016,July,1,2,Online TA,TA/TO,0,0,0,F,0,241,NA,0,Transient,138.6,0,0
1,2016,November,1,2,Online TA,TA/TO,0,0,0,A,1,339,NA,0,Transient,51.84,0,0
2,2016,June,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,141,0,0
1,2015,September,1,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,139.5,1,1
1,2016,November,2,4,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,82.8,0,2
1,2016,December,0,1,Direct,Direct,0,0,0,F,0,250,NA,0,Group,137.2,1,2
1,2016,September,2,2,Direct,Direct,0,0,3,G,0,NA,NA,0,Transient,179,1,1
1,2016,February,2,0,Offline TA/TO,TA/TO,0,0,0,D,0,177,NA,0,Transient,63,0,0
1,2016,April,0,3,Groups,TA/TO,0,0,0,A,0,67,NA,0,Transient-Party,68,0,0
1,2016,June,0,1,Corporate,Corporate,0,0,0,A,0,NA,NA,0,Transient,90,0,0
1,2016,April,2,5,Offline TA/TO,TA/TO,0,0,0,A,1,171,NA,0,Transient,36.53,0,0
1,2016,June,2,8,Offline TA/TO,TA/TO,0,0,0,A,2,156,NA,0,Transient,56.52,0,2
1,2015,August,1,4,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,149.2,0,0
1,2015,October,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,86,0,1
2,2016,January,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,59,0,1
1,2016,April,0,3,Groups,Direct,0,0,0,A,1,385,NA,0,Transient-Party,85.33,0,0
1,2015,September,1,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,97,1,1
1,2016,October,1,4,Groups,Corporate,0,0,0,A,1,NA,405,0,Transient-Party,50,0,2
1,2016,October,2,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,139.67,0,2
2,2016,October,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,60,0,0
1,2015,December,0,1,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,58,1,0
1,2016,September,0,1,Corporate,Corporate,0,0,0,A,0,282,NA,0,Transient-Party,65,0,0
2,2015,December,0,3,Online TA,TA/TO,0,1,0,E,0,240,NA,0,Transient,75,0,1
1,2016,November,2,0,Direct,Direct,0,0,0,E,2,NA,NA,0,Transient,62.7,1,2
1,2016,August,0,1,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,229,1,0
1,2015,August,2,3,Online TA,TA/TO,0,0,0,A,1,241,NA,0,Transient,108.34,0,1
1,2016,February,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,330,NA,0,Transient-Party,40,0,0
1,2015,August,2,7,Online TA,TA/TO,0,0,0,D,0,147,NA,0,Transient,8,0,0
2,2016,March,1,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,52,0,2
1,2016,July,2,3,Direct,Direct,0,0,0,D,1,NA,NA,0,Transient,158,0,0
2,2015,October,2,0,Offline TA/TO,TA/TO,0,26,0,A,0,208,NA,0,Transient,50,0,0
2,2015,November,0,3,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,43.2,0,2
1,2016,July,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,11,NA,0,Transient,154,0,0
1,2016,June,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient,53.12,0,0
1,2015,September,2,6,Direct,Direct,0,0,0,A,1,171,NA,0,Transient,43.78,0,0
1,2016,March,1,2,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,44.4,1,1
1,2016,February,0,1,Offline TA/TO,TA/TO,0,0,0,A,0,95,NA,0,Transient,75,0,0
1,2016,April,0,3,Groups,Direct,0,0,0,A,1,385,NA,0,Transient-Party,85.33,0,0
1,2015,October,0,1,Corporate,Corporate,0,0,0,A,0,NA,59,0,Transient,48,0,0
1,2016,May,0,3,Groups,Direct,0,0,0,A,2,NA,223,0,Transient-Party,60,0,0
1,2016,March,0,3,Groups,TA/TO,0,0,0,A,0,NA,NA,0,Transient-Party,84,0,0
2,2016,March,2,2,Groups,Direct,0,0,0,E,0,NA,NA,0,Transient-Party,66,0,0
1,2016,December,0,1,Groups,Direct,0,0,0,A,0,NA,487,13,Transient-Party,64,0,1
1,2016,December,0,3,Offline TA/TO,TA/TO,0,0,0,D,1,6,NA,0,Transient-Party,114.07,0,0
1,2016,October,0,3,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,51.2,0,1
1,2016,May,0,1,Direct,TA/TO,1,0,0,A,0,NA,NA,0,Group,79,0,0
1,2016,October,2,0,Groups,Corporate,0,0,0,A,0,NA,NA,0,Transient,61,1,0
1,2015,November,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,49.59,0,2
