LeadTime,ArrivalDateYear,StaysInWeekendNights,StaysInWeekNights,MarketSegment,DistributionChannel,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,BookingChanges,Agent,Company,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
188,2015,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,106.15,0,0
84,2015,3,8,Offline TA/TO,TA/TO,0,0,0,E,0,5,NA,0,Transient,199.5,1,1
104,2017,2,5,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,155,0,0
258,2016,0,2,Online TA,TA/TO,0,0,0,A,0,242,NA,0,Transient,100.8,0,1
91,2015,0,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,166,0,0
0,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,40,0,0
203,2017,0,3,Groups,TA/TO,0,0,0,D,1,NA,223,0,Transient-Party,67,1,0
31,2015,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,191,0,2
9,2016,1,2,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,49.66,1,1
14,2016,2,5,Direct,Direct,0,0,0,H,0,250,NA,0,Transient,81,0,0
161,2016,2,5,Online TA,TA/TO,0,0,0,E,0,314,NA,0,Transient-Party,81.62,0,0
200,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,69,NA,0,Transient,49.7,0,1
60,2017,1,5,Online TA,TA/TO,0,0,0,C,0,242,NA,0,Transient,125,0,1
101,2017,0,2,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,280,0,1
5,2016,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,209.71,0,1
115,2016,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,46.1,0,1
46,2017,2,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient-Party,117,0,0
259,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,86.7,0,0
143,2016,2,2,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient,84,0,0
276,2017,2,5,Groups,TA/TO,0,0,0,A,0,527,NA,0,Transient-Party,72,0,0
100,2017,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,94.29,0,0
238,2016,0,3,Groups,TA/TO,0,0,0,D,0,1,NA,0,Transient,89,0,0
208,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Transient,64.9,0,0
18,2016,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,27,0,0
9,2016,1,5,Offline TA/TO,TA/TO,0,0,0,A,0,336,NA,0,Transient,29,1,1
53,2015,1,5,Offline TA/TO,TA/TO,0,0,0,C,3,177,NA,0,Transient,180,0,3
83,2016,2,5,Groups,TA/TO,0,0,0,D,0,71,NA,0,Transient,58,0,0
0,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,92,1,1
3,2016,0,1,Offline TA/TO,TA/TO,0,0,0,A,1,330,NA,0,Transient-Party,40,0,0
250,2016,2,5,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,59.73,0,0
138,2017,1,3,Online TA,TA/TO,0,0,0,C,1,240,NA,0,Transient,298,0,0
76,2017,1,4,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,222,0,1
11,2016,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,83.5,0,1
1,2017,3,9,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,8,0,0
34,2016,0,3,Direct,Direct,0,0,0,F,2,250,NA,0,Transient,138.83,0,0
3,2016,1,0,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,69,1,1
104,2016,2,3,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,113,0,0
0,2017,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,167,0,1
81,2016,0,3,Groups,TA/TO,0,0,0,A,0,115,NA,0,Transient-Party,86.55,0,0
217,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,170,0,0
3,2016,2,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,93.5,1,0
226,2017,2,1,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,194,0,2
73,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,2
61,2017,1,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,33.11,0,1
3,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,78,0,1
132,2016,1,3,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,224.5,1,2
43,2015,0,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,62.8,0,1
238,2016,0,3,Groups,TA/TO,0,0,0,D,0,1,NA,0,Transient,89,0,0
138,2015,1,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,35.16,1,2
74,2016,1,2,Groups,TA/TO,0,0,0,A,0,68,NA,0,Transient,70,0,0
128,2016,1,3,Online TA,TA/TO,0,0,0,D,0,147,NA,0,Transient-Party,37.44,0,0
70,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,39.4,0,0
337,2016,2,5,Groups,Direct,0,0,0,D,0,273,NA,101,Transient-Party,67.99,0,0
74,2015,1,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,189.67,0,0
51,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,261,NA,0,Transient,138.6,0,0
202,2016,0,3,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,27.9,0,1
57,2017,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,106,0,0
110,2016,4,10,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,65.31,0,0
0,2015,0,1,Corporate,Corporate,0,0,0,A,0,NA,355,0,Transient,35,0,0
124,2017,2,7,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,262,0,3
9,2017,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,115,0,2
1,2016,0,1,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,82,1,2
67,2016,1,2,Groups,TA/TO,0,0,0,A,1,411,NA,0,Transient-Party,0,0,0
4,2017,1,3,Direct,TA/TO,1,0,1,A,0,NA,539,0,Group,82,1,0
17,2017,0,1,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,230,0,2
11,2016,0,1,Online TA,Direct,1,0,1,D,0,240,NA,0,Group,103,0,2
15,2016,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,30,0,1
10,2017,0,2,Online TA,TA/TO,0,0,0,H,1,240,NA,0,Transient,93,0,0
236,2016,4,6,Groups,Direct,0,0,0,A,0,273,NA,0,Transient-Party,63.45,0,0
127,2015,2,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient-Party,37.29,0,1
210,2017,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,206.88,1,3
163,2017,0,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,226,0,1
18,2017,1,0,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,58,0,1
3,2017,0,1,Corporate,Corporate,1,0,0,A,0,NA,355,0,Transient,75,0,0
9,2016,1,0,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,8,0,0
28,2016,1,4,Direct,Direct,0,0,0,E,2,NA,NA,0,Transient,188.1,0,0
13,2016,0,2,Online TA,TA/TO,0,0,0,A,0,184,NA,0,Transient,30.6,0,0
189,2017,3,6,Direct,Direct,0,0,0,C,2,250,NA,0,Transient,218.4,0,1
0,2015,0,1,Corporate,Corporate,0,0,0,A,0,NA,118,0,Transient,35,0,0
0,2016,0,1,Corporate,Corporate,0,0,0,A,0,NA,391,0,Transient,33,1,0
92,2015,4,6,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,71.55,0,1
8,2016,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,261,0,1
230,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,101.47,0,1
158,2015,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,66.6,0,1
15,2017,2,6,Corporate,Corporate,0,0,0,A,1,NA,523,0,Transient-Party,90,0,0
44,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,193.29,0,3
2,2016,0,2,Online TA,TA/TO,0,0,0,G,1,240,NA,0,Transient,98,0,0
5,2017,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,221,1,1
0,2017,0,1,Direct,Direct,0,0,0,F,0,NA,NA,0,Transient,230,0,0
31,2016,2,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,78.2,0,1
35,2015,0,1,Corporate,Corporate,0,0,0,A,4,NA,NA,0,Transient,67.5,0,0
0,2017,1,2,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,76,0,0
120,2017,1,5,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,196,0,0
59,2015,0,2,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,75.46,0,2
0,2016,1,1,Online TA,TA/TO,0,0,0,E,1,242,NA,0,Transient,79.2,0,1
150,2016,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,49.8,0,2
165,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,NA,NA,0,Transient,57,0,0
135,2016,2,5,Direct,Direct,0,0,0,C,0,250,NA,0,Transient,222,0,1
52,2016,1,1,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,77.5,0,0
36,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,479,NA,0,Group,93,0,0
145,2016,1,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,195.33,0,0
47,2017,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,48,0,1
34,2016,0,2,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,173,0,0
7,2015,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,43.2,0,1
17,2016,1,0,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,25,0,0
167,2017,0,4,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,209,1,3
1,2016,0,2,Offline TA/TO,TA/TO,0,0,0,A,1,375,NA,0,Transient-Party,30,0,1
13,2015,0,3,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient,198.33,1,0
84,2017,1,0,Online TA,TA/TO,0,0,0,H,0,240,NA,0,Transient,94,1,2
70,2016,2,2,Offline TA/TO,TA/TO,0,0,0,E,0,8,NA,0,Transient,45,0,0
81,2015,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.29,0,1
69,2017,2,5,Online TA,TA/TO,0,0,0,A,0,177,NA,0,Transient,160,1,0
1,2016,0,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,149,0,1
73,2017,2,2,Corporate,Corporate,0,0,0,D,1,NA,498,0,Transient-Party,48,0,0
13,2017,1,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,163.67,1,0
2,2017,0,1,Corporate,Corporate,0,0,0,A,0,NA,337,0,Transient,75,0,0
0,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,49,1,0
172,2016,8,20,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Contract,25.92,0,1
27,2016,0,2,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,231,0,2
41,2015,1,5,Online TA,TA/TO,0,0,0,D,1,240,NA,0,Transient,141.33,0,1
173,2017,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,200,0,1
19,2017,0,1,Online TA,TA/TO,0,0,0,G,0,241,NA,0,Transient,176,1,2
148,2016,2,1,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,106.33,1,3
5,2016,0,1,Corporate,Corporate,0,0,0,E,0,360,NA,0,Transient,65,0,0
10,2016,0,1,Direct,Direct,0,0,0,A,1,NA,NA,0,Transient,36,0,0
63,2016,2,2,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,100.1,0,1
21,2016,1,1,Groups,TA/TO,0,0,0,E,0,NA,NA,0,Transient-Party,45,0,0
0,2016,0,1,Direct,TA/TO,1,0,2,A,0,NA,NA,0,Transient,79,0,1
8,2016,0,2,Direct,Direct,0,0,0,A,0,NA,331,0,Transient,72,0,0
121,2016,2,6,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,70.45,0,2
99,2015,3,7,Offline TA/TO,TA/TO,0,0,0,E,0,115,NA,0,Contract,111.15,0,0
70,2017,2,5,Online TA,TA/TO,0,0,0,C,0,240,NA,0,Transient,173,0,2
8,2017,0,2,Corporate,Direct,0,1,2,A,0,NA,530,0,Transient,142,0,0
211,2016,0,3,Groups,TA/TO,0,0,0,D,0,1,NA,0,Transient,89,0,0
3,2017,0,1,Direct,Direct,1,0,0,D,0,NA,NA,0,Transient,100,0,1
92,2016,1,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,181,0,3
1,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,39,0,1
283,2015,2,5,Groups,Direct,0,0,0,E,0,273,NA,0,Transient-Party,75.86,0,0
85,2017,2,5,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,42,0,2
52,2015,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,135,0,2
304,2017,2,3,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient,66,0,0
41,2015,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,86.29,0,1
51,2016,0,2,Online TA,TA/TO,0,0,0,D,0,242,NA,0,Transient,209,0,1
3,2016,0,1,Online TA,TA/TO,0,0,4,A,1,240,NA,0,Transient,50,0,2
113,2017,2,5,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,273.86,0,3
15,2017,2,6,Groups,Corporate,0,0,0,A,0,NA,NA,0,Transient-Party,90,0,0
201,2017,4,10,Offline TA/TO,TA/TO,0,0,0,A,0,177,NA,0,Transient,112.7,0,2
5,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,85,1,1
0,2016,0,1,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,221,0,1
0,2016,1,0,Online TA,TA/TO,0,0,0,A,0,306,NA,0,Transient,118.08,0,0
0,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,133,1,1
2,2017,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,230,0,3
238,2017,0,2,Groups,TA/TO,0,0,0,A,0,155,NA,0,Transient,54,0,0
378,2016,0,2,Groups,TA/TO,0,0,0,A,0,248,NA,0,Transient,46,0,0
31,2015,2,4,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient-Party,248,0,1
74,2016,2,5,Groups,TA/TO,0,0,0,A,2,91,NA,0,Transient-Party,37.43,0,0
17,2015,1,3,Groups,Corporate,0,0,0,A,0,NA,343,0,Transient-Party,36,0,0
205,2016,4,10,Offline TA/TO,TA/TO,0,0,0,E,1,314,NA,0,Transient,126,0,0
221,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,243,NA,0,Contract,72.75,0,0
138,2017,2,3,Offline TA/TO,TA/TO,0,0,0,A,0,6,NA,0,Transient,98.6,1,1
9,2017,2,1,Direct,Direct,0,0,0,A,1,250,NA,0,Transient,119.08,0,1
66,2017,2,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,75,0,0
112,2016,0,2,Groups,TA/TO,0,0,0,A,1,134,NA,0,Transient-Party,55,0,0
63,2015,0,2,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,68.4,0,2
25,2015,1,2,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,145,0,0
276,2017,2,1,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,103.37,1,1
216,2017,4,10,Offline TA/TO,TA/TO,0,0,0,D,0,315,NA,0,Contract,93.6,0,0
297,2015,1,3,Direct,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,123,0,2
54,2016,2,6,Direct,Direct,0,0,0,D,0,250,NA,0,Transient-Party,60.71,0,0
12,2015,2,4,Offline TA/TO,TA/TO,0,0,0,A,0,313,NA,0,Transient,73,0,0
153,2017,0,4,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,65.87,1,1
67,2017,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,140.4,0,2
305,2016,2,8,Offline TA/TO,TA/TO,0,0,0,D,1,40,NA,0,Transient,62.9,0,0
3,2015,2,0,Offline TA/TO,TA/TO,0,0,0,D,0,6,NA,0,Transient,8,0,1
60,2017,3,6,Groups,Corporate,0,0,0,A,2,NA,307,0,Transient-Party,85,1,0
110,2016,2,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,73.8,0,0
91,2016,2,4,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient-Party,75.6,0,1
2,2017,0,2,Corporate,Corporate,0,0,0,A,0,NA,178,0,Transient,35,0,0
238,2016,0,3,Groups,TA/TO,0,0,0,D,0,1,NA,0,Transient,89,0,0
63,2015,3,8,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,56.02,0,0
93,2015,0,1,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient,80,0,0
33,2017,0,1,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,44,0,0
6,2015,1,0,Corporate,TA/TO,0,0,0,A,0,352,NA,0,Transient,38,0,0
106,2016,1,3,Groups,Direct,0,0,0,A,0,68,NA,0,Transient,84,0,0
12,2016,0,3,Groups,Direct,0,0,0,A,1,385,NA,0,Transient-Party,85.33,0,0
141,2016,2,0,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,266.5,0,0
30,2016,0,2,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,52.65,0,2
15,2016,0,3,Online TA,TA/TO,0,0,0,E,1,240,NA,0,Transient,114.33,1,3
53,2015,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,59.4,0,1
185,2016,1,1,Groups,TA/TO,0,0,0,A,0,298,NA,0,Transient-Party,85,0,0
139,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,107.71,0,3
45,2016,0,3,Online TA,TA/TO,0,0,0,E,0,240,NA,0,Transient,204,1,1
95,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,143,NA,0,Transient,42.95,0,0
81,2015,3,7,Direct,Direct,0,0,0,A,2,250,NA,0,Transient,124,0,1
236,2016,1,3,Groups,TA/TO,0,0,0,A,0,315,NA,0,Transient-Party,48,0,0
277,2015,4,10,Groups,Direct,0,1,0,D,0,273,NA,0,Transient,78.5,0,0
131,2017,4,6,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,43.2,0,0
14,2017,1,4,Online TA,TA/TO,0,0,0,D,0,314,NA,0,Transient,145.14,0,0
159,2017,6,15,Offline TA/TO,TA/TO,0,0,0,D,0,75,NA,0,Transient,61.2,0,1
39,2015,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,196,NA,0,Transient,133,0,1
272,2017,2,2,Direct,Direct,0,0,0,A,2,250,NA,0,Transient,92.1,0,1
247,2017,2,5,Online TA,TA/TO,0,0,0,A,1,314,NA,0,Transient,55.2,0,1
107,2017,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,52.85,0,1
109,2017,4,7,Direct,Direct,1,0,2,F,0,NA,NA,0,Transient,318.82,1,2
17,2016,2,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,85,0,0
15,2016,2,3,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,31.41,0,1
27,2016,1,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,58,0,1
173,2017,2,4,Direct,Direct,0,0,0,E,2,NA,NA,0,Transient,135.6,0,3
272,2015,0,3,Offline TA/TO,TA/TO,0,0,0,A,1,256,NA,0,Transient-Party,58.5,0,0
0,2016,1,0,Direct,Direct,0,0,0,E,0,NA,NA,0,Transient-Party,85,0,0
247,2016,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,432,NA,0,Transient,73.47,0,0
79,2015,2,3,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,89,0,1
19,2017,0,1,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,78,0,2
12,2015,1,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,72,1,1
2,2017,1,0,Direct,TA/TO,0,0,0,A,1,NA,NA,0,Transient,112,0,1
141,2015,2,5,Online TA,TA/TO,0,1,0,A,0,240,NA,0,Transient,123,0,1
0,2017,0,1,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,174,0,1
191,2016,1,2,Offline TA/TO,TA/TO,0,0,0,A,2,NA,NA,0,Transient-Party,0,0,0
1,2016,0,3,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,58,0,2
15,2017,1,2,Direct,Direct,0,0,0,F,0,250,NA,0,Transient-Party,85,0,0
7,2017,0,1,Corporate,Corporate,1,1,6,A,0,NA,113,0,Transient,35,0,0
219,2017,2,6,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,140,0,1
4,2017,0,2,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,140,0,1
331,2017,2,5,Online TA,TA/TO,0,0,0,A,0,314,NA,0,Transient,59.4,0,1
53,2015,2,2,Online TA,TA/TO,0,0,0,D,0,242,NA,0,Transient,70.2,0,2
195,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,243,NA,0,Contract,53.85,0,0
261,2017,2,8,Offline TA/TO,TA/TO,0,0,0,A,0,40,NA,0,Contract,100.2,0,0
257,2016,2,5,Offline TA/TO,TA/TO,0,0,0,A,0,314,NA,0,Transient,46.4,0,1
193,2017,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,182,0,3
248,2016,4,6,Offline TA/TO,TA/TO,0,0,0,D,0,147,NA,0,Transient,8,0,0
116,2017,0,3,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient-Party,100,0,2
48,2016,0,2,Offline TA/TO,TA/TO,0,0,0,A,0,171,NA,0,Transient,55,0,0
135,2016,0,2,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,68,0,0
59,2017,1,4,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,289,1,2
179,2017,4,8,Direct,Direct,0,0,0,A,0,250,NA,0,Transient,111,0,0
0,2016,1,0,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,71,1,0
292,2016,0,1,Groups,TA/TO,0,0,0,A,0,368,NA,0,Transient-Party,38,0,0
149,2017,2,2,Online TA,TA/TO,0,0,0,C,1,240,NA,0,Transient,249,0,1
3,2017,0,0,Corporate,Corporate,0,0,0,A,0,NA,437,0,Transient-Party,0,0,0
157,2016,2,2,Offline TA/TO,TA/TO,0,0,0,D,0,96,NA,0,Transient,52,0,0
68,2015,2,5,Direct,Direct,0,0,0,F,0,250,NA,0,Transient,160,0,0
204,2016,2,4,Online TA,TA/TO,0,0,0,E,0,242,NA,0,Transient,159.5,0,2
251,2017,2,5,Offline TA/TO,TA/TO,0,0,0,A,2,177,NA,0,Transient,59.4,0,1
18,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,119,0,0
53,2017,2,4,Online TA,TA/TO,0,0,0,E,0,241,NA,0,Transient,87.4,0,1
1,2016,0,1,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,131,0,0
179,2017,1,5,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,117.43,0,0
36,2016,2,0,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,189,0,0
39,2015,1,2,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,120.6,0,2
50,2017,2,5,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,123.88,0,1
188,2016,2,6,Offline TA/TO,TA/TO,0,0,0,A,0,175,NA,0,Transient,37.2,0,0
0,2016,0,1,Direct,Direct,0,0,0,C,0,250,NA,0,Transient,190,0,0
240,2017,2,2,Offline TA/TO,TA/TO,0,0,0,A,0,410,NA,0,Transient-Party,118,0,1
200,2015,1,4,Online TA,TA/TO,0,3,0,A,0,240,NA,0,Transient-Party,73.8,0,2
40,2015,1,0,Corporate,Corporate,0,0,0,A,0,NA,154,0,Transient,99.5,0,0
62,2016,2,8,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,37.8,0,0
36,2017,3,5,Direct,Direct,0,0,0,F,1,250,NA,0,Transient,131.88,1,1
265,2016,2,5,Online TA,TA/TO,0,0,0,A,1,240,NA,0,Transient,81,0,1
1,2016,0,1,Direct,Direct,0,0,0,D,0,250,NA,0,Transient,86,1,0
8,2016,1,3,Groups,Corporate,0,0,0,A,1,NA,405,0,Transient-Party,50,0,0
62,2016,1,4,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,72.06,1,1
86,2017,0,3,Groups,TA/TO,0,0,0,A,0,67,NA,0,Transient,46,0,0
108,2017,2,5,Direct,Direct,0,0,0,D,0,NA,NA,0,Transient,239,0,2
100,2016,2,4,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,117.9,0,0
18,2016,0,0,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,0,0,0
302,2017,0,4,Groups,Direct,0,0,0,A,0,NA,NA,0,Transient-Party,81,0,0
22,2016,2,5,Online TA,TA/TO,0,0,0,D,0,240,NA,0,Transient,63.14,1,1
107,2017,2,5,Offline TA/TO,TA/TO,0,0,0,D,0,40,NA,0,Contract,52.85,0,1
17,2016,2,2,Groups,Direct,0,0,1,A,1,NA,NA,0,Transient,38,0,0
6,2015,0,1,Offline TA/TO,TA/TO,0,0,0,D,1,96,NA,0,Transient,37,1,0
143,2016,0,2,Direct,Direct,0,0,0,E,0,250,NA,0,Transient,100.55,0,0
364,2016,1,4,Groups,Corporate,0,0,0,A,1,NA,223,0,Transient-Party,66,0,0
27,2016,0,2,Direct,Direct,0,0,0,A,1,250,NA,0,Transient,88.29,0,1
30,2017,0,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient-Party,92,1,0
26,2016,1,2,Direct,Direct,0,0,0,A,0,NA,NA,0,Transient,146.1,0,0
123,2015,2,5,Online TA,TA/TO,0,0,0,D,0,147,NA,0,Transient,43.3,0,1
196,2016,2,7,Online TA,TA/TO,0,1,0,E,0,240,NA,0,Transient,99,0,2
21,2017,2,3,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,140,0,2
128,2016,0,2,Groups,Direct,0,0,0,A,0,NA,NA,97,Transient-Party,305,0,1
2,2017,0,2,Online TA,TA/TO,0,0,0,A,0,15,NA,0,Transient,70.4,0,0
63,2015,0,4,Online TA,TA/TO,0,0,0,G,0,240,NA,0,Transient,195,0,0
19,2015,2,3,Online TA,TA/TO,0,0,0,D,0,242,NA,0,Transient,243,0,2
273,2017,0,4,Direct,TA/TO,0,0,1,A,4,250,NA,0,Transient,152.38,1,1
104,2016,2,7,Online TA,TA/TO,0,0,0,A,0,240,NA,0,Transient,188.78,0,0
0,2016,0,1,Online TA,TA/TO,0,0,0,A,0,241,NA,0,Transient,35.11,0,0
55,2017,2,5,Complementary,TA/TO,0,0,0,D,0,531,NA,0,Transient,109.65,0,2
