"","age_cat","who_should_get_benefits_US_workers","who_should_get_benefits_foreign_workers","who_should_get_benefits_US_business_owners","who_should_get_benefits_foreign_business_owners","wellorpoorly_You","wellorpoorly_Democrats","wellorpoorly_Repulicans","wellorpoorly_USA","wellorpoorly_Mexico","wellorpoorly_China","attention_on_coop_environment","attention_on_coop_living_standards","attention_on_coop_infectious_diseases","attention_on_coop_merged","inst_view_changed_UN","inst_view_changed_WHO","inst_view_changed_USMCA","definition_products","definition_ideas","definition_money","definition_jobs","definition_people","definition_culture","definition_tech","important_to_assessment_who_has_power","important_to_assessment_US_winners_losers","important_to_assessment_global_winners_losers","important_to_assessment_who_shapes_culture","what_improves_merged","issue_view_changed_environment","issue_view_changed_living_standards","issue_view_changed_infectious_diseases","responsibility_state_local_officials","responsibility_congress_members","responsibility_foreign_govts","responsibility_IOs","responsibility_MNCs","trade_view","un_membership","usmca_membership","who_membership","party_id","education","gender","income_cat","race","location","response_id","weight","above_45","college","male","income_high","white","suburban","urban","rural","republican","democrat","leave_UN","leave_WHO","leave_USMCA","change_mind_less_environ","change_mind_less_health","change_mind_less_living_standards","change_mind_more_environ","change_mind_more_health","change_mind_more_living_standards","us_workers_benefit_more","foreign_workers_benefit_more","US_business_owners_benefit_more","foreign_business_owners_benefit_more","us_workers_benefit_less","foreign_workers_benefit_less","us_business_owners_benefit_less","foreign_business_owners_benefit_less","issue_view_changed_environment_factor","attention_on_coop_environment_factor","attention_on_coop_living_standards_factor","attention_on_coop_infectious_diseases_factor","wellorpoorly_You_factor","wellorpoorly_Democrats_factor","wellorpoorly_Republicans_factor","wellorpoorly_USA_factor","wellorpoorly_Mexico_factor","wellorpoorly_China_factor","attention_on_coop_merged_factor","inst_view_changed_UN_positive","inst_view_changed_UN_negative","inst_view_changed_WHO_positive","inst_view_changed_WHO_negative","inst_view_changed_USMCA_positive","inst_view_changed_USMCA_negative","important_to_assessment_who_has_power_factor","important_to_assessment_US_winners_losers_factor","important_to_assessment_global_winners_losers_factor","important_to_assessment_who_shapes_culture_factor","give_govts_control","give_experts_control","give_communities_control","globalz_no_improvement_needed","responsibility_congress_members_factor","responsibility_foreign_govts_factor","responsibility_IOs_factor","responsibility_MNCs_factor","responsibility_state_local_officials_factor","state_local_officials_have_responsibility","congress_members_have_responsibility","foreign_govts_have_responsibility","IOs_have_responsibility","MNCs_have_responsibility","increasetrade_increasegovtspending","increasetrade_decreasegovtspending","decreasetrade_decreasegovtspending","decreasetrade_increasegovtspending","attention_on_coop_merged_high","attention_on_coop_merged_low","attention_on_coop_environment_high","attention_on_coop_environment_low","attention_on_coop_infectious_diseases_high","attention_on_coop_infectious_diseases_low","attention_on_coop_living_standards_high","attention_on_coop_living_standards_low","wellorpoorly_You_well","wellorpoorly_You_poorly","wellorpoorly_USA_well","wellorpoorly_USA_poorly","reform_UN_multi","reform_UN_single","reform_WHO_multi","reform_WHO_single","reform_USMCA_multi","reform_USMCA_single","issue_view_changed_environment_more","issue_view_changed_environment_less","issue_view_changed_infectious_diseases_more","issue_view_changed_infectious_diseases_less","issue_view_changed_living_standards_more","issue_view_changed_living_standards_less"
"498","45+","1- Greatest benefit","1- Greatest benefit","2-","2-","Somewhat well","Somewhat well","Very poorly","Neither well nor poorly","Somewhat well","Somewhat well","Far more attention","Far more attention","Far more attention","Far more attention","I have not changed my mind.","I have become more supportive of the institution.","I have become more critical of the institution.","No","Yes","No","No","No","Yes","Yes","Somewhat important","Only a little important","Somewhat important","Somewhat important","Give citizens and communities more control over the system of globalization.","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","I have not changed my mind","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","A lot of responsibility","A lot of responsibility","A lot of responsibility","A lot of responsibility","A lot of responsibility","We should INCREASE international trade and INCREASE government spending in regions affected by international trade.","The US should stay in this institution but reform its mission.","The US should stay in this institution but reform its mission.","The US should stay in this institution and leave its mission as it is.","Independent / Third party","No College","Male","Income over $50k","Other race","Urban","R_2CIbc2dB7TzQMOt",0.24160351,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,NA,5,5,5,4,4,1,3,4,4,5,0,0,1,0,0,1,3,2,3,3,0,0,1,0,4,4,4,4,4,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0
"499","Under 45","3-","2-","1- Greatest benefit","2-","Very poorly","Very poorly","Very poorly","Very poorly",NA,"Somewhat well","Slightly more attention","Far more attention","Slightly less attention","Far less attention","I have become more critical of the institution.","I have become more critical of the institution.","I have become more supportive of the institution.","No","Yes","Yes","No","No","No","Yes","Somewhat important","Somewhat important","Very important","Very important","The existing system of globalization does not need to be improved.","I have changed my mind to think that the US should devote less attention to working with other countries on this issue","I have changed my mind to think that the US should devote less attention to working with other countries on this issue","I have changed my mind to think that the US should devote less attention to working with other countries on this issue","Some responsibility","A lot of responsibility","Only a little responsibility","A lot of responsibility","Some responsibility","We should INCREASE international trade but DECREASE government spending in regions affected by international trade.","The US should leave this institution and build a new international institution to pursue this mission.","The US should stay in this institution but reform its mission.","The US should leave this institution and no longer pursue this mission.","Republican","No College","Female","Income over $50k","White","Rural","R_bKJcEyMa3OSyfCN",0.13732964,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,NA,4,5,2,1,1,1,1,NA,4,1,0,1,0,1,1,0,3,3,4,4,0,0,0,1,4,2,4,3,3,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1
"500","45+","1- Greatest benefit","1- Greatest benefit","3-","3-","Neither well nor poorly","Neither well nor poorly","Neither well nor poorly","Somewhat poorly","Somewhat poorly","Very well","Far more attention","Slightly more attention","Far more attention","Slightly more attention","I have not changed my mind.","I have not changed my mind.","I have become more critical of the institution.","Yes","Yes","No","Yes","No","No","No","Very important","Somewhat important","Somewhat important","Only a little important","Give citizens and communities more control over the system of globalization.","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","I have not changed my mind","Only a little responsibility","A lot of responsibility","A lot of responsibility","A lot of responsibility","A lot of responsibility","We should INCREASE international trade and INCREASE government spending in regions affected by international trade.","The US should stay in this institution and leave its mission as it is.","The US should stay in this institution but reform its mission.","The US should stay in this institution and leave its mission as it is.","Democrat","College","Female","Income over $50k","White","Suburban","R_1Nh8pNGLpVLqIXe",1.02993428,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,NA,5,4,5,3,3,3,2,2,5,4,0,0,0,0,0,1,4,3,3,2,0,0,1,0,4,4,4,4,2,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
"501","45+","1- Greatest benefit","1- Greatest benefit","2-","2-","Very well","Neither well nor poorly","Neither well nor poorly","Somewhat well","Somewhat well","Somewhat well","Slightly more attention","Slightly more attention","Far more attention","Slightly more attention","I have become more critical of the institution.","I have not changed my mind.","I have not changed my mind.","Yes","Yes","No","No","No","No","Yes","Only a little important","Not at all important","Not at all important","Somewhat important","Give citizens and communities more control over the system of globalization.","I have not changed my mind","I have not changed my mind","I have not changed my mind","Some responsibility","Some responsibility","Only a little responsibility","Only a little responsibility","Some responsibility","We should INCREASE international trade and INCREASE government spending in regions affected by international trade.","The US should stay in this institution and leave its mission as it is.","The US should stay in this institution and leave its mission as it is.","The US should stay in this institution and leave its mission as it is.","Independent / Third party","No College","Male","Income under $50k","Black or African American","Suburban","R_3g2a1kv9aDTLn5l",1.49489565,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,NA,4,4,5,5,3,3,4,4,4,4,0,1,0,0,0,0,2,1,1,3,0,0,1,0,3,2,2,3,3,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","45+","1- Greatest benefit","3-","2-","2-","Somewhat well","Neither well nor poorly","Neither well nor poorly","Somewhat well",NA,NA,"Far more attention","Far more attention","Far more attention","Current level is about right","I have become more supportive of the institution.","I have not changed my mind.",NA,"No","Yes","No","No","No","Yes","Yes","Very important","Somewhat important","Somewhat important","Somewhat important",NA,"I have not changed my mind","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","Only a little responsibility","Some responsibility","Some responsibility","Some responsibility","Some responsibility","We should INCREASE international trade but DECREASE government spending in regions affected by international trade.","The US should leave this institution and pursue this mission on its own.","The US should stay in this institution but reform its mission.",NA,"Democrat","No College","Female","Income over $50k","White","Suburban","R_24C9cyKRdie97Jp",0.60209547,1,0,0,1,1,1,0,0,0,1,1,NA,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,NA,5,5,5,4,3,3,4,NA,NA,3,1,0,0,0,NA,NA,4,3,3,3,NA,NA,NA,NA,3,3,3,3,2,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,NA,NA,1,1,0,0,1,0,1,0
"503","45+","1- Greatest benefit","2-","2-","3-","Neither well nor poorly","Very poorly","Somewhat poorly","Somewhat poorly","Neither well nor poorly","Neither well nor poorly","Slightly more attention","Far more attention","Slightly more attention","Slightly more attention","I have not changed my mind.","I have not changed my mind.","I have become more critical of the institution.","No","No","Yes","No","Yes","Yes","No","Very important","Very important","Somewhat important","Somewhat important","Give citizens and communities more control over the system of globalization.","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","I have not changed my mind","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","Some responsibility","Some responsibility","A lot of responsibility","A lot of responsibility","Some responsibility","We should INCREASE international trade and INCREASE government spending in regions affected by international trade.","The US should stay in this institution and leave its mission as it is.","The US should stay in this institution but reform its mission.","The US should stay in this institution but reform its mission.","Independent / Third party","No College","Female","Income under $50k","White","Urban","R_3JDdQG9qEbrModv",0.586336,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,NA,4,5,4,3,1,2,2,3,3,4,0,0,0,0,0,1,4,4,3,3,0,0,1,0,3,4,4,3,3,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0
"504","Under 45","1- Greatest benefit","4- Least benefit","1- Greatest benefit","4- Least benefit","Very well","Very well","Very poorly","Very well","Somewhat poorly","Very poorly","Far more attention","Far more attention","Far more attention","Current level is about right","I have become more supportive of the institution.","I have become more supportive of the institution.","I have become more supportive of the institution.","No","Yes","No","No","No","Yes","Yes","Very important","Very important","Very important","Very important","Give citizens and communities more control over the system of globalization.","I have not changed my mind","I have not changed my mind","I have not changed my mind","A lot of responsibility","A lot of responsibility","Only a little responsibility","Some responsibility","A lot of responsibility","We should INCREASE international trade and INCREASE government spending in regions affected by international trade.","The US should stay in this institution but reform its mission.","The US should stay in this institution but reform its mission.","The US should stay in this institution but reform its mission.","Independent / Third party","College","Male","Income over $50k","White","Suburban","R_1diRrxlsNt3de3j",0.37317414,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,NA,5,5,5,5,5,1,5,2,1,3,1,0,1,0,1,0,4,4,4,4,0,0,1,0,4,2,3,4,4,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"505","45+","1- Greatest benefit","3-","2-","4- Least benefit","Neither well nor poorly","Neither well nor poorly","Very poorly","Neither well nor poorly","Neither well nor poorly","Very poorly","Far more attention","Slightly more attention","Slightly more attention","Far more attention","I have become more critical of the institution.","I have become more critical of the institution.","I have become more critical of the institution.","Yes","No","No","No","No","Yes","Yes","Somewhat important","Somewhat important","Only a little important","Somewhat important","Give experts more control over the system of globalization.","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","I have changed my mind to think that the US should devote less attention to working with other countries on this issue","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","No responsibility","Only a little responsibility","Some responsibility","Only a little responsibility","Some responsibility","We should INCREASE international trade and INCREASE government spending in regions affected by international trade.","The US should stay in this institution and leave its mission as it is.","The US should leave this institution and build a new international institution to pursue this mission.","The US should stay in this institution and leave its mission as it is.","Democrat","College","Male","Income over $50k","White","Urban","R_BunRQTN1Puz3MS5",1.84709982,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,NA,5,4,4,3,3,1,3,3,1,5,0,1,0,1,0,1,3,3,2,3,0,1,0,0,2,3,2,3,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
"506","45+","2-","3-","2-","3-","Somewhat well","Somewhat well","Very poorly","Neither well nor poorly","Somewhat poorly","Somewhat poorly","Far more attention","Slightly more attention","Far more attention","Far more attention","I have not changed my mind.","I have not changed my mind.","I have not changed my mind.","Yes","No","No","No","No","Yes","Yes","Very important","Only a little important","Somewhat important","Somewhat important","Give national governments more control over the system of globalization.","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","A lot of responsibility","A lot of responsibility","Some responsibility","A lot of responsibility","Some responsibility","We should INCREASE international trade and INCREASE government spending in regions affected by international trade.","The US should stay in this institution but reform its mission.","The US should stay in this institution and leave its mission as it is.","The US should stay in this institution and leave its mission as it is.","Independent / Third party","No College","Female","Income over $50k","White","Suburban","R_AypFt1eqSJkXqYV",0.0907513,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,NA,5,4,5,4,4,1,3,2,2,5,0,0,0,0,0,0,4,2,3,3,1,0,0,0,4,3,4,3,4,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
"507","45+","1- Greatest benefit","1- Greatest benefit","1- Greatest benefit","2-","Neither well nor poorly","Very well","Very poorly","Very poorly","Very well","Very well","Far more attention","Current level is about right","Slightly more attention","Slightly more attention","I have become more critical of the institution.","I have become more critical of the institution.","I have become more supportive of the institution.","Yes","Yes","Yes","No","No","No","No","Somewhat important","Not at all important","Somewhat important","Only a little important","Give experts more control over the system of globalization.","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","I have not changed my mind","I have changed my mind to think that the US should devote more attention to working with other countries on this issue","No responsibility","A lot of responsibility","A lot of responsibility","A lot of responsibility","No responsibility","We should DECREASE international trade and DECREASE government spending in regions affected by international trade.","The US should stay in this institution but reform its mission.","The US should stay in this institution and leave its mission as it is.","The US should stay in this institution but reform its mission.","Republican","College","Female","Income over $50k","White","Urban","R_Ybt4vNNroQrdfVv",1.27908432,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,NA,5,3,4,3,5,1,1,5,5,4,0,1,0,1,1,0,3,1,3,2,0,1,0,0,4,4,4,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0
